Order ID,Order Date,Region,Product Category,Product Name,Quantity Sold,Unit Price,Revenue,Profit,Customer Segment
ORD1043,2023-01-04 03:08:40.664132826,Europe,Sports,Gym Bag,9,819.83,7378.47,2643.11,Small Business
ORD1044,2023-01-04 04:53:31.842368473,South America,Beauty,Shampoo,7,173.01,1211.07,315.15,Consumer
ORD1045,2023-01-04 06:38:23.020604120,Asia,Beauty,Lipstick,5,695.51,3477.55,628.82,Small Business
ORD1046,2023-01-04 08:23:14.198839768,South America,Home,Curtains,8,943.48,7547.84,1486.63,Consumer
ORD1047,2023-01-04 10:08:05.377075415,North America,Clothing,Jeans,8,705.99,5647.92,1180.92,Small Business
ORD1048,2023-01-04 11:52:56.555311062,Europe,Electronics,Smartwatch,1,261.38,261.38,45.5,Corporate
ORD1049,2023-01-04 13:37:47.733546709,North America,Clothing,T-Shirt,7,502.28,3515.96,668.96,Corporate
ORD1050,2023-01-04 15:22:38.911782356,North America,Electronics,Smartphone,1,997.76,997.76,179.63,Consumer
ORD1051,2023-01-04 17:07:30.090018003,Europe,Home,Sofa,2,507.65,1015.3,117.21,Small Business
ORD1052,2023-01-04 18:52:21.268253650,Europe,Sports,Basketball,5,351.62,1758.1,510.39,Corporate
ORD1053,2023-01-04 20:37:12.446489297,South America,Beauty,Shampoo,2,535.63,1071.26,251.03,Consumer
ORD1054,2023-01-04 22:22:03.624724945,Europe,Sports,Running Shoes,6,249.63,1497.78,451.79,Consumer
ORD1055,2023-01-05 00:06:54.802960592,Asia,Electronics,Headphones,8,245.26,1962.08,624.85,Small Business
ORD1056,2023-01-05 01:51:45.981196239,North America,Sports,Running Shoes,8,475.6,3804.8,1503.0,Corporate
ORD1057,2023-01-05 03:36:37.159431886,South America,Electronics,Laptop,6,540.42,3242.5199999999995,412.08,Corporate
ORD1058,2023-01-05 05:21:28.337667533,Europe,Home,Sofa,1,159.21,159.21,40.19,Consumer
ORD1059,2023-01-05 07:06:19.515903180,South America,Clothing,Dress,3,594.98,1784.94,541.32,Consumer
ORD1060,2023-01-05 08:51:10.694138827,Asia,Sports,Basketball,3,714.04,2142.12,734.43,Small Business
ORD1061,2023-01-05 10:36:01.872374474,South America,Clothing,T-Shirt,4,648.72,2594.88,395.23,Corporate
ORD1062,2023-01-05 12:20:53.050610122,North America,Electronics,Laptop,1,403.6,403.6,103.05,Consumer
ORD1063,2023-01-05 14:05:44.228845769,South America,Clothing,Jeans,8,146.15,1169.2,236.55,Small Business
ORD1064,2023-01-05 15:50:35.407081416,South America,Sports,Basketball,9,216.98,1952.82,512.49,Consumer
ORD1065,2023-01-05 17:35:26.585317063,North America,Clothing,Sneakers,3,236.26,708.78,108.08,Small Business
ORD1066,2023-01-05 19:20:17.763552710,Asia,Home,Curtains,9,521.47,4693.2300000000005,836.56,Small Business
ORD1067,2023-01-05 21:05:08.941788357,Europe,Beauty,Moisturizer,1,102.17,102.17,37.72,Consumer
ORD1068,2023-01-05 22:50:00.120024004,North America,Home,Dining Table,5,883.81,4419.049999999999,692.08,Corporate
ORD1069,2023-01-06 00:34:51.298259651,Asia,Beauty,Perfume,9,355.72,3201.4800000000005,1017.39,Consumer
ORD1070,2023-01-06 02:19:42.476495299,South America,Electronics,Smartwatch,3,857.76,2573.2799999999997,569.6,Corporate
ORD1071,2023-01-06 04:04:33.654730946,North America,Beauty,Lipstick,1,645.61,645.61,80.86,Corporate
ORD1072,2023-01-06 05:49:24.832966593,North America,Electronics,Smartphone,8,787.49,6299.92,1894.36,Corporate
ORD1073,2023-01-06 07:34:16.011202240,South America,Electronics,Smartphone,3,378.56,1135.68,433.88,Consumer
ORD1074,2023-01-06 09:19:07.189437887,North America,Beauty,Lipstick,9,15.01,135.09,20.03,Corporate
ORD1075,2023-01-06 11:03:58.367673534,Asia,Electronics,Headphones,2,490.76,981.52,230.19,Small Business
ORD1076,2023-01-06 12:48:49.545909181,Europe,Clothing,Jacket,9,184.17,1657.53,174.74,Small Business
ORD1077,2023-01-06 14:33:40.724144829,Asia,Sports,Basketball,5,187.03,935.15,196.33,Small Business
ORD1078,2023-01-06 16:18:31.902380476,North America,Home,Sofa,8,850.73,6805.84,2023.27,Small Business
ORD1079,2023-01-06 18:03:23.080616123,North America,Beauty,Shampoo,1,547.11,547.11,138.22,Consumer
ORD1080,2023-01-06 19:48:14.258851770,Asia,Beauty,Lipstick,6,272.55,1635.3000000000002,283.23,Consumer
ORD1081,2023-01-06 21:33:05.437087417,Europe,Home,Sofa,6,979.1,5874.6,1445.28,Small Business
ORD1082,2023-01-06 23:17:56.615323064,South America,Home,Dining Table,8,634.83,5078.64,1718.83,Corporate
ORD1083,2023-01-07 01:02:47.793558711,North America,Home,Bed,1,581.13,581.13,143.98,Corporate
ORD1084,2023-01-07 02:47:38.971794358,North America,Beauty,Foundation,5,237.88,1189.4,297.06,Consumer
ORD1085,2023-01-07 04:32:30.150030006,North America,Home,Sofa,4,34.07,136.28,40.02,Corporate
ORD1086,2023-01-07 06:17:21.328265653,Asia,Beauty,Lipstick,1,994.61,994.61,239.68,Small Business
ORD1087,2023-01-07 08:02:12.506501300,Asia,Beauty,Lipstick,5,884.66,4423.3,1434.55,Consumer
ORD1088,2023-01-07 09:47:03.684736947,South America,Home,Bed,5,929.04,4645.2,1061.22,Small Business
ORD1089,2023-01-07 11:31:54.862972594,South America,Electronics,Laptop,5,576.57,2882.8500000000004,1136.13,Small Business
ORD1090,2023-01-07 13:16:46.041208241,Asia,Electronics,Laptop,4,301.5,1206.0,259.93,Consumer
ORD1091,2023-01-07 15:01:37.219443888,South America,Home,Dining Table,7,275.79,1930.5300000000002,474.11,Corporate
ORD1092,2023-01-07 16:46:28.397679536,North America,Sports,Gym Bag,2,561.23,1122.46,427.48,Consumer
ORD1093,2023-01-07 18:31:19.575915183,North America,Electronics,Smartphone,3,574.36,1723.08,222.54,Small Business
ORD1094,2023-01-07 20:16:10.754150830,Europe,Beauty,Shampoo,6,365.06,2190.36,386.05,Small Business
ORD1095,2023-01-07 22:01:01.932386477,Asia,Clothing,T-Shirt,2,329.33,658.66,233.56,Small Business
ORD1096,2023-01-07 23:45:53.110622124,Europe,Electronics,Tablet,9,705.46,6349.14,1319.65,Corporate
ORD1097,2023-01-08 01:30:44.288857771,Asia,Clothing,T-Shirt,7,425.58,2979.06,526.88,Corporate
ORD1098,2023-01-08 03:15:35.467093418,Europe,Sports,Gym Bag,8,914.11,7312.88,1853.1,Consumer
ORD1099,2023-01-08 05:00:26.645329065,South America,Clothing,Jeans,9,631.62,5684.58,899.77,Consumer
ORD1100,2023-01-08 06:45:17.823564713,South America,Clothing,Jacket,8,704.95,5639.6,1910.35,Corporate
ORD1101,2023-01-08 08:30:09.001800360,Europe,Clothing,Jacket,3,344.62,1033.8600000000001,219.88,Corporate
ORD1102,2023-01-08 10:15:00.180036007,North America,Electronics,Headphones,2,444.09,888.18,267.88,Small Business
ORD1103,2023-01-08 11:59:51.358271654,South America,Clothing,Jeans,3,470.94,1412.82,371.28,Small Business
ORD1104,2023-01-08 13:44:42.536507301,Europe,Home,Dining Table,6,594.92,3569.5199999999995,389.61,Consumer
ORD1105,2023-01-08 15:29:33.714742948,Asia,Clothing,Sneakers,4,48.45,193.8,37.01,Small Business
ORD1106,2023-01-08 17:14:24.892978595,Asia,Electronics,Tablet,5,527.02,2635.1,872.21,Corporate
ORD1107,2023-01-08 18:59:16.071214242,Asia,Beauty,Moisturizer,5,462.69,2313.45,815.74,Consumer
ORD1108,2023-01-08 20:44:07.249449890,Europe,Electronics,Tablet,4,417.24,1668.96,517.13,Corporate
ORD1109,2023-01-08 22:28:58.427685537,North America,Home,Sofa,8,728.83,5830.64,2290.02,Corporate
ORD1110,2023-01-09 00:13:49.605921184,Asia,Sports,Tennis Racket,3,797.23,2391.69,433.49,Small Business
ORD1111,2023-01-09 01:58:40.784156831,North America,Beauty,Shampoo,7,258.35,1808.4500000000003,280.85,Small Business
ORD1112,2023-01-09 03:43:31.962392478,Asia,Beauty,Lipstick,7,434.03,3038.21,931.36,Consumer
ORD1113,2023-01-09 05:28:23.140628125,Europe,Sports,Football,1,181.56,181.56,26.68,Small Business
ORD1114,2023-01-09 07:13:14.318863772,Asia,Sports,Football,2,247.39,494.78,63.41,Corporate
ORD1115,2023-01-09 08:58:05.497099419,Asia,Home,Sofa,9,663.6,5972.400000000001,1098.8,Corporate
ORD1116,2023-01-09 10:42:56.675335067,Asia,Home,Curtains,7,660.54,4623.78,1066.71,Small Business
ORD1117,2023-01-09 12:27:47.853570714,Europe,Home,Bed,7,57.24,400.68,108.11,Consumer
ORD1118,2023-01-09 14:12:39.031806361,Europe,Sports,Running Shoes,3,760.27,2280.81,237.93,Corporate
ORD1119,2023-01-09 15:57:30.210042008,South America,Beauty,Foundation,5,103.22,516.1,99.83,Corporate
ORD1120,2023-01-09 17:42:21.388277655,Asia,Electronics,Tablet,4,183.58,734.32,77.21,Consumer
ORD1121,2023-01-09 19:27:12.566513302,Asia,Sports,Gym Bag,5,478.74,2393.7,363.75,Small Business
ORD1122,2023-01-09 21:12:03.744748949,Europe,Sports,Running Shoes,5,404.52,2022.6,575.95,Corporate
ORD1123,2023-01-09 22:56:54.922984597,North America,Sports,Basketball,5,887.81,4439.049999999999,791.34,Small Business
ORD1124,2023-01-10 00:41:46.101220244,Asia,Beauty,Shampoo,3,508.1,1524.3000000000002,544.09,Consumer
ORD1125,2023-01-10 02:26:37.279455891,Europe,Clothing,Jacket,5,687.12,3435.6,978.31,Consumer
ORD1126,2023-01-10 04:11:28.457691538,North America,Clothing,T-Shirt,7,944.81,6613.67,2381.98,Consumer
ORD1127,2023-01-10 05:56:19.635927185,North America,Sports,Gym Bag,4,579.72,2318.88,501.92,Small Business
ORD1128,2023-01-10 07:41:10.814162832,Europe,Sports,Gym Bag,1,463.67,463.67,122.26,Corporate
ORD1129,2023-01-10 09:26:01.992398479,South America,Sports,Running Shoes,5,629.68,3148.3999999999996,1089.75,Consumer
ORD1130,2023-01-10 11:10:53.170634126,North America,Clothing,T-Shirt,8,906.3,7250.4,1150.91,Small Business
ORD1131,2023-01-10 12:55:44.348869774,South America,Clothing,Jeans,2,48.57,97.14,27.73,Consumer
ORD1132,2023-01-10 14:40:35.527105421,North America,Beauty,Lipstick,7,80.48,563.36,110.25,Small Business
ORD1133,2023-01-10 16:25:26.705341068,Asia,Clothing,Sneakers,2,268.09,536.18,133.41,Small Business
ORD1134,2023-01-10 18:10:17.883576715,South America,Beauty,Shampoo,5,354.85,1774.25,675.98,Corporate
ORD1135,2023-01-10 19:55:09.061812362,South America,Sports,Basketball,8,737.72,5901.76,2012.76,Small Business
ORD1136,2023-01-10 21:40:00.240048009,Asia,Home,Dining Table,9,552.49,4972.41,1128.94,Corporate
ORD1137,2023-01-10 23:24:51.418283656,Asia,Sports,Basketball,8,808.77,6470.16,2569.63,Small Business
ORD1138,2023-01-11 01:09:42.596519303,Europe,Electronics,Tablet,4,378.3,1513.2,503.78,Small Business
ORD1139,2023-01-11 02:54:33.774754951,North America,Home,Lamp,8,868.45,6947.6,1865.85,Consumer
ORD1140,2023-01-11 04:39:24.952990598,South America,Clothing,Jeans,1,683.05,683.05,219.92,Corporate
ORD1141,2023-01-11 06:24:16.131226245,North America,Clothing,Jeans,3,112.09,336.27,124.68,Small Business
ORD1142,2023-01-11 08:09:07.309461892,South America,Sports,Tennis Racket,4,828.19,3312.76,649.35,Small Business
ORD1143,2023-01-11 09:53:58.487697539,South America,Electronics,Smartphone,3,395.31,1185.93,122.45,Small Business
ORD1144,2023-01-11 11:38:49.665933186,South America,Beauty,Perfume,9,848.67,7638.03,1577.04,Small Business
ORD1145,2023-01-11 13:23:40.844168833,Asia,Electronics,Tablet,4,577.7,2310.8,669.09,Small Business
ORD1146,2023-01-11 15:08:32.022404481,Europe,Sports,Gym Bag,5,100.79,503.95000000000005,141.48,Small Business
ORD1147,2023-01-11 16:53:23.200640128,South America,Clothing,Jacket,4,675.79,2703.16,880.45,Small Business
ORD1148,2023-01-11 18:38:14.378875775,Asia,Electronics,Headphones,7,783.48,5484.360000000001,735.12,Corporate
ORD1149,2023-01-11 20:23:05.557111422,South America,Sports,Basketball,5,499.48,2497.4,292.86,Consumer
ORD1150,2023-01-11 22:07:56.735347069,North America,Beauty,Shampoo,5,739.67,3698.35,975.53,Small Business
ORD1151,2023-01-11 23:52:47.913582716,North America,Beauty,Shampoo,2,968.97,1937.94,593.8,Consumer
ORD1152,2023-01-12 01:37:39.091818363,South America,Sports,Basketball,1,110.11,110.11,13.79,Consumer
ORD1153,2023-01-12 03:22:30.270054010,South America,Electronics,Tablet,8,82.04,656.32,227.45,Small Business
ORD1154,2023-01-12 05:07:21.448289658,Asia,Clothing,Sneakers,2,90.54,181.08,22.72,Small Business
ORD1155,2023-01-12 06:52:12.626525305,South America,Sports,Tennis Racket,3,585.49,1756.47,630.47,Small Business
ORD1156,2023-01-12 08:37:03.804760952,North America,Electronics,Headphones,6,814.67,4888.0199999999995,1877.85,Corporate
ORD1157,2023-01-12 10:21:54.982996599,Asia,Beauty,Perfume,9,595.97,5363.7300000000005,1099.92,Consumer
ORD1158,2023-01-12 12:06:46.161232246,North America,Electronics,Laptop,3,779.38,2338.14,625.5,Consumer
ORD1159,2023-01-12 13:51:37.339467893,Europe,Clothing,T-Shirt,3,120.09,360.27,89.27,Consumer
ORD1160,2023-01-12 15:36:28.517703540,North America,Clothing,Sneakers,2,473.97,947.94,110.81,Corporate
ORD1161,2023-01-12 17:21:19.695939187,Asia,Clothing,Sneakers,8,126.35,1010.8,297.95,Small Business
ORD1162,2023-01-12 19:06:10.874174835,North America,Clothing,Dress,1,684.23,684.23,117.18,Consumer
ORD1163,2023-01-12 20:51:02.052410482,North America,Home,Sofa,9,381.12,3430.08,637.01,Small Business
ORD1164,2023-01-12 22:35:53.230646129,South America,Beauty,Moisturizer,8,533.09,4264.72,984.73,Corporate
ORD1165,2023-01-13 00:20:44.408881776,Europe,Clothing,T-Shirt,5,52.97,264.85,99.95,Consumer
ORD1166,2023-01-13 02:05:35.587117423,North America,Home,Bed,5,260.46,1302.3,401.92,Corporate
ORD1167,2023-01-13 03:50:26.765353070,South America,Electronics,Tablet,9,527.87,4750.83,1372.13,Corporate
ORD1168,2023-01-13 05:35:17.943588717,Asia,Home,Sofa,1,631.28,631.28,173.79,Consumer
ORD1169,2023-01-13 07:20:09.121824365,North America,Sports,Running Shoes,7,54.99,384.93,70.94,Small Business
ORD1170,2023-01-13 09:05:00.300060012,Europe,Home,Curtains,8,400.58,3204.64,423.1,Small Business
ORD1171,2023-01-13 10:49:51.478295659,Asia,Clothing,Dress,5,284.61,1423.0500000000002,222.62,Corporate
ORD1172,2023-01-13 12:34:42.656531306,South America,Beauty,Moisturizer,8,359.82,2878.56,791.88,Small Business
ORD1173,2023-01-13 14:19:33.834766953,Asia,Beauty,Foundation,5,974.65,4873.25,1929.14,Consumer
ORD1174,2023-01-13 16:04:25.013002600,South America,Electronics,Tablet,6,41.99,251.94,46.34,Consumer
ORD1175,2023-01-13 17:49:16.191238247,South America,Sports,Gym Bag,5,815.66,4078.2999999999997,1245.59,Small Business
ORD1176,2023-01-13 19:34:07.369473894,Asia,Electronics,Headphones,3,824.31,2472.93,951.93,Consumer
ORD1177,2023-01-13 21:18:58.547709542,Asia,Sports,Basketball,5,617.28,3086.3999999999996,695.9,Small Business
ORD1178,2023-01-13 23:03:49.725945189,Asia,Home,Lamp,8,877.89,7023.12,1864.47,Corporate
ORD1179,2023-01-14 00:48:40.904180836,Europe,Electronics,Smartwatch,5,36.1,180.5,38.44,Consumer
ORD1180,2023-01-14 02:33:32.082416483,South America,Clothing,Sneakers,1,485.57,485.57,192.08,Corporate
ORD1181,2023-01-14 04:18:23.260652130,South America,Clothing,Sneakers,5,752.08,3760.4,819.38,Small Business
ORD1182,2023-01-14 06:03:14.438887777,Asia,Electronics,Laptop,1,839.95,839.95,202.1,Consumer
ORD1183,2023-01-14 07:48:05.617123424,Asia,Sports,Basketball,3,142.51,427.53,44.51,Corporate
ORD1184,2023-01-14 09:32:56.795359072,South America,Beauty,Foundation,7,866.08,6062.56,2084.73,Corporate
ORD1185,2023-01-14 11:17:47.973594719,South America,Beauty,Foundation,5,996.67,4983.349999999999,1328.71,Corporate
ORD1186,2023-01-14 13:02:39.151830366,Asia,Beauty,Foundation,5,728.86,3644.3,1192.14,Corporate
ORD1187,2023-01-14 14:47:30.330066013,Asia,Sports,Tennis Racket,3,254.87,764.61,179.81,Small Business
ORD1188,2023-01-14 16:32:21.508301660,Europe,Clothing,T-Shirt,1,954.51,954.51,269.03,Small Business
ORD1189,2023-01-14 18:17:12.686537307,Europe,Electronics,Smartwatch,1,674.98,674.98,192.67,Consumer
ORD1190,2023-01-14 20:02:03.864772954,Asia,Clothing,Sneakers,8,31.96,255.68,63.78,Corporate
ORD1191,2023-01-14 21:46:55.043008601,Asia,Beauty,Shampoo,6,774.6,4647.6,1190.01,Consumer
ORD1192,2023-01-14 23:31:46.221244249,Europe,Clothing,Jacket,1,556.39,556.39,149.27,Small Business
ORD1193,2023-01-15 01:16:37.399479896,North America,Clothing,Jacket,9,594.06,5346.539999999999,1304.63,Corporate
ORD1194,2023-01-15 03:01:28.577715543,Asia,Beauty,Lipstick,7,757.59,5303.13,1517.19,Consumer
ORD1195,2023-01-15 04:46:19.755951190,Asia,Electronics,Smartwatch,2,806.99,1613.98,598.7,Corporate
ORD1196,2023-01-15 06:31:10.934186837,North America,Clothing,Sneakers,2,357.08,714.16,197.8,Consumer
ORD1197,2023-01-15 08:16:02.112422484,South America,Beauty,Foundation,3,905.12,2715.36,555.23,Small Business
ORD1198,2023-01-15 10:00:53.290658131,Europe,Sports,Tennis Racket,6,456.4,2738.3999999999996,1021.81,Consumer
ORD1199,2023-01-15 11:45:44.468893778,North America,Home,Curtains,7,528.37,3698.59,1143.95,Consumer
ORD1200,2023-01-15 13:30:35.647129426,North America,Sports,Running Shoes,4,464.75,1859.0,655.53,Corporate
ORD1201,2023-01-15 15:15:26.825365073,Europe,Electronics,Smartphone,1,265.66,265.66,63.16,Corporate
ORD1202,2023-01-15 17:00:18.003600720,Europe,Home,Sofa,2,624.6,1249.2,255.12,Consumer
ORD1203,2023-01-15 18:45:09.181836367,Europe,Beauty,Moisturizer,3,541.89,1625.67,386.97,Corporate
ORD1204,2023-01-15 20:30:00.360072014,South America,Sports,Running Shoes,6,700.69,4204.14,647.52,Small Business
ORD1205,2023-01-15 22:14:51.538307661,Asia,Beauty,Moisturizer,4,352.21,1408.84,519.91,Corporate
ORD1206,2023-01-15 23:59:42.716543308,North America,Beauty,Perfume,3,520.08,1560.2400000000002,611.51,Consumer
ORD1207,2023-01-16 01:44:33.894778956,North America,Clothing,Jacket,3,50.46,151.38,22.81,Consumer
ORD1208,2023-01-16 03:29:25.073014603,North America,Clothing,Jeans,6,97.82,586.92,79.93,Consumer
ORD1209,2023-01-16 05:14:16.251250250,South America,Electronics,Headphones,9,362.43,3261.87,1201.23,Corporate
ORD1210,2023-01-16 06:59:07.429485897,Asia,Beauty,Moisturizer,1,508.38,508.38,156.13,Consumer
ORD1211,2023-01-16 08:43:58.607721544,Asia,Clothing,Jacket,9,101.37,912.33,222.92,Corporate
ORD1212,2023-01-16 10:28:49.785957191,Europe,Sports,Football,6,90.94,545.64,197.56,Small Business
ORD1213,2023-01-16 12:13:40.964192838,South America,Beauty,Lipstick,1,284.11,284.11,97.13,Consumer
ORD1214,2023-01-16 13:58:32.142428485,Europe,Beauty,Lipstick,1,601.31,601.31,238.04,Small Business
ORD1215,2023-01-16 15:43:23.320664133,North America,Clothing,T-Shirt,8,489.68,3917.44,1118.34,Consumer
ORD1216,2023-01-16 17:28:14.498899780,Asia,Home,Bed,7,535.95,3751.6500000000005,1186.1,Small Business
ORD1217,2023-01-16 19:13:05.677135427,Asia,Electronics,Headphones,8,141.79,1134.32,347.27,Corporate
ORD1218,2023-01-16 20:57:56.855371074,South America,Sports,Tennis Racket,7,516.56,3615.9199999999996,938.82,Small Business
ORD1219,2023-01-16 22:42:48.033606721,North America,Electronics,Smartwatch,2,452.94,905.88,235.33,Small Business
ORD1220,2023-01-17 00:27:39.211842368,Asia,Home,Bed,9,740.03,6660.2699999999995,1030.24,Consumer
ORD1221,2023-01-17 02:12:30.390078015,North America,Electronics,Smartphone,7,328.86,2302.02,376.23,Corporate
ORD1222,2023-01-17 03:57:21.568313662,North America,Home,Bed,9,891.62,8024.58,2231.46,Consumer
ORD1223,2023-01-17 05:42:12.746549310,South America,Sports,Gym Bag,4,361.55,1446.2,426.12,Small Business
ORD1224,2023-01-17 07:27:03.924784957,South America,Clothing,Dress,2,96.05,192.1,50.16,Corporate
ORD1225,2023-01-17 09:11:55.103020604,South America,Sports,Football,2,562.16,1124.32,310.27,Small Business
ORD1226,2023-01-17 10:56:46.281256251,Asia,Sports,Tennis Racket,3,384.98,1154.94,232.41,Corporate
ORD1227,2023-01-17 12:41:37.459491898,Asia,Electronics,Smartphone,4,649.46,2597.84,704.62,Small Business
ORD1228,2023-01-17 14:26:28.637727545,South America,Sports,Tennis Racket,8,503.27,4026.16,801.63,Corporate
ORD1229,2023-01-17 16:11:19.815963192,North America,Electronics,Headphones,9,244.85,2203.65,287.65,Small Business
ORD1230,2023-01-17 17:56:10.994198839,North America,Home,Lamp,6,371.7,2230.2,549.39,Small Business
ORD1231,2023-01-17 19:41:02.172434487,South America,Beauty,Perfume,8,897.8,7182.4,891.12,Small Business
ORD1232,2023-01-17 21:25:53.350670134,Asia,Electronics,Smartphone,3,28.06,84.17999999999999,26.02,Corporate
ORD1233,2023-01-17 23:10:44.528905781,North America,Sports,Running Shoes,8,120.92,967.36,212.2,Consumer
ORD1234,2023-01-18 00:55:35.707141428,Europe,Home,Bed,4,15.25,61.0,23.94,Small Business
ORD1235,2023-01-18 02:40:26.885377075,North America,Sports,Running Shoes,8,725.67,5805.36,2010.15,Consumer
ORD1236,2023-01-18 04:25:18.063612722,Europe,Beauty,Lipstick,2,561.2,1122.4,304.71,Small Business
ORD1237,2023-01-18 06:10:09.241848369,South America,Beauty,Perfume,3,840.2,2520.6000000000004,407.14,Consumer
ORD1238,2023-01-18 07:55:00.420084017,South America,Clothing,T-Shirt,6,713.84,4283.04,684.65,Consumer
ORD1239,2023-01-18 09:39:51.598319664,Asia,Clothing,Sneakers,4,249.99,999.96,134.45,Corporate
ORD1240,2023-01-18 11:24:42.776555311,South America,Home,Curtains,6,585.43,3512.58,513.92,Small Business
ORD1241,2023-01-18 13:09:33.954790958,Europe,Clothing,Sneakers,4,327.44,1309.76,364.33,Small Business
ORD1242,2023-01-18 14:54:25.133026605,Europe,Clothing,Dress,6,343.24,2059.44,288.99,Consumer
